28706590,0
12566133,0
28864795,0
12569947,0
22367855,0
11201585,0
11526346,0
10681547,0
12238738,0
30927827,1
11593598,0
11405042,1
33935249,1
21920390,0
12892095,0
26309531,0
32224879,175
12517396,0
12217377,1
25500842,0
16466592,6
32240500,0
34504570,0
25044622,0
10272314,1
13112911,0
34668613,2
23936433,0
30777068,0
30237294,1
20297167,1
11660924,0
34354969,1
31554676,0
12879293,1
20044254,79
26540039,1
21375009,2
10550297,1
24224169,0
29250758,1
30955609,0
26766036,0
14141268,0
22012227,0
28671776,0
30686672,1
10933739,143
16513023,0
10463301,171
10379810,0
10791839,12
22695804,4
10188873,0
23134356,1
27771786,1
19877758,2
10485872,117
10392824,1
10648075,0
12453504,1
11977940,0
10337454,1
18543546,0
15521212,2
29444469,8
20046167,8
10193635,0
16454206,0
30739074,0
12888957,11
11461351,1
33619262,2
20366319,1
11504640,115
19833428,-1
24670277,0
33728691,0
28182936,0
10920578,1
10798188,0
24636462,0
12488197,0
27030959,19
25176202,0
15362220,0
27332877,0
34258048,0
31084577,0
23257841,6
17998609,0
21699350,0
22152829,1
13797657,38
14060851,0
11214601,141
33709344,0
16858437,1
13634856,0
11467294,0
10451495,1
11193764,1
23356029,0
22656692,1
30160528,1
15260637,7
33547205,0
33217594,1
12381833,7
10984220,94
10380529,1
11289473,13
17234113,0
12873339,2
17829737,0
10656389,3
23151735,0
23602621,1
17315540,0
12148494,3
21977067,1
10266384,54
11381798,10
10421524,0
27283175,0
21711744,1
31414682,0
10971920,4
14227293,2
21919824,1
33886878,0
33466656,12
33128702,1
28465019,0
10824896,0
15192365,2
11880657,1
14260766,0
10408892,15
25241803,1
24740590,36
20660536,1
18435686,1
29348083,135
31087306,0
10549518,4
12978465,0
30463681,2
12451095,1
10273656,-1
13042179,1
19778505,1
13786187,1
25386723,0
13351773,1
12966309,0
33363593,0
22206910,0
31684080,0
10180480,0
30926901,5
23011507,1
34321596,0
13823940,0
11525537,41
22480685,0
24383132,0
20662605,0
16859175,1
10768356,1
10265357,0
23034472,0
10687644,0
18239548,1
20351937,3
11192226,1
20228277,4
22688919,1
31927982,1
10331333,0
11352730,0
26358969,0
26290265,5
28252398,0
31331372,33
27773441,0
12366292,3
15514565,34
32659073,0
28091239,1
13062328,0
24603127,0
28598698,1
30753807,1
10290259,2
32373650,31
10325501,5
23947662,12
24460984,1
34967218,1
16369160,0
15949159,2
10484391,0
15106899,1
19917536,0
22326002,0
13043060,1
30340429,1
10255951,37
26487528,0
12633113,1
30874433,1
22228822,1
28244460,0
23362223,1
28353551,0
22292688,1
13545489,0
24230132,0
10337659,0
30485161,1
22206583,0
15569790,0
21446691,0
12539250,2
13653395,20
15537946,1
16979269,5
23892470,0
13229172,0
11443802,4
30653512,0
30597710,0
15315943,5
31105217,0
12165747,0
28079027,0
28172549,14
28562143,1
11023743,126
32661024,15
20385943,0
15276799,0
23510556,0
25460674,0
15397311,1
13853496,1
30616582,4
27207443,0
28860904,1
31321917,1
20197721,0
24204551,0
32426478,4
10957243,0
19743581,1
35006457,31
22314796,0
17046663,1
32502559,7
23761468,0
32180993,5
29255215,0
11832431,0
16863023,3
11806604,5
31625295,0
22695463,1
20498077,124
34823025,1
10927306,47
10188626,1
10835745,5
22234819,0
12776461,0
11674527,0
21893700,0
10920123,14
30204089,0
28788930,1
21596906,0
10214139,0
30461579,1
11003512,55
11413118,4
33613131,0
12568096,0
29718702,0
13916110,0
23800820,0
10192348,0
11611376,96
25796918,5
23217302,0
23481639,0
10520917,1
12147087,4
15369055,1
21056439,1
13205728,0
27039447,1
27069337,0
10614567,26
10189532,0
10393565,2
33272558,40
25347427,0
17250831,0
31305944,1
12788173,1
13471198,116
17246168,0
19977271,2
23751209,0
11761187,0
30650707,1
15724430,3
21257214,1
18295284,1
23325948,0
33763334,0
10861461,115
28627934,0
10770396,1
15014076,469
22265673,0
23050934,1125
12904584,4
13533099,0
29190303,0
20376716,0
22394855,0
23926458,1
31411599,0
15852235,24
28669570,0
25420534,6
18632707,3
28454305,2
22699068,0
10363119,1
33479681,0
29955698,0
11544967,0
29305241,1
10644441,1
10328477,0
17606444,0
10945124,8
23298025,0
10627321,1
24254483,0
28417406,0
12099484,0
10209024,1
13782940,0
28771851,2
26756802,0
28878765,1
26094753,0
18174597,3
11584180,1
33626646,9
10370358,145
24707866,1
25441355,0
13656421,0
24499012,0
29661228,0
10283215,0
20395319,0
27415471,1
10387733,88
10456449,1
33288248,0
23724068,0
10616654,0
32604447,0
33480142,1
11240728,3
32618018,1
28339348,1
32482576,0
13029679,0
23061019,1
34032191,2
18963344,0
10596514,1
12733253,1
31223736,0
11792948,10
27328146,1
17304263,0
10364136,0
30462102,1
22666464,1
17157469,0
24907137,111
13368850,121
11534442,0
11364255,1
10370704,1
31875018,0
32422828,0
11429049,0
10748564,0
15563430,2
26948855,0
14254302,0
10962168,1
10537998,15
13455107,1
22836625,140
14819256,1
28611452,0
10445630,1
32174983,0
25832207,2
32009451,0
26399269,1
27055959,0
10289141,161
33734659,0
10600963,0
32980707,3
28066467,0
29811200,0
28505419,0
16819490,0
21711115,0
30322633,0
12508983,1
11779372,0
11525530,3
10446889,3
14953906,0
11678326,14
32048061,0
26173470,1
25824706,0
32396993,0
23037694,1
32993774,21
26088334,1
23744387,0
11162837,0
16637058,12
17810028,140
11167579,0
10511002,1
23140640,0
31019530,1
33416714,1
10349478,0
15331326,0
24921091,139
34927997,0
23123120,0
13975822,7
27186877,0
10662389,4
10768735,1
12573244,2
11126149,1
32214075,0
29261488,0
13256281,0
24340901,0
18420353,0
11483815,1
26971127,0
10330682,133
18269469,1
22492511,0
33304002,0
10295348,-1
28822725,6
32083204,0
18980919,0
23020411,1
18312270,1
28658459,0
17991777,0
25894698,1
12914944,154
15991979,5
34306723,3
31586539,0
21036346,0
34225427,0
23170021,1
21399449,0
23518531,0
26766667,0
20267178,0
15425501,0
11549688,16
27583355,16
30571231,0
10330444,1
16104861,88
10828694,0
26466822,0
11467293,0
16784403,1
17201035,1
11266226,1
11700518,160
14558982,0
31789880,0
25826297,0
22572883,1
34972953,5
11371125,1
10428668,9
11958534,0
11908244,0
30926798,0
10524123,0
20382362,0
30416245,2
23530955,39
11040827,2
20599827,2
31523723,1
19878373,1
22163103,0
13779540,0
28747395,1
16325421,0
23013091,1
28874732,6
11324743,1
11263102,211
29611381,10
22006412,1
29422218,105
11084004,0
11601914,2
28252881,0
10265196,4
33476053,64
10288255,3
12336511,0
13137863,1
25945829,0
24216890,1
33773358,3
18984115,0
10887988,1
24103135,6
10595739,1
10755821,0
10562352,1
22012220,1
26323639,1
30426888,63
16695093,0
14277174,3
32156029,0
13550735,0
10193064,38
10270444,0
27239146,0
26535409,0
29952829,0
27867405,1
24543841,0
12543041,0
11362364,0
10400654,0
20861542,1
23128158,0
11604668,0
33212643,10
34454381,0
34974253,68
14550318,0
30039865,5
24107906,0
18493645,0
16103081,0
10553886,20
22456969,0
32851373,0
10933391,1
27118477,0
26265505,1
24446214,1
10779678,0
31525847,0
25223487,0
24509638,0
13859963,2
16808985,0
27738117,0
23701926,0
13963376,1
20804748,8
34955786,0
10675133,0
29279448,0
31248660,0
22904834,4
16134603,0
10644446,1
29598395,4
10614336,4
10260279,0
20999448,0
30047086,-1
30164382,0
28295708,1
11742554,25
21924398,5
19051600,0
30775999,1
25963178,0
12463953,5
11419889,0
28878762,0
26342093,2
10366008,4
11901302,0
11007525,0
25178354,0
14973166,5
20537622,1
11687947,1
20785526,0
11159249,20
34027444,0
23607159,0
32916700,0
15666536,69
33264608,0
10942762,9
22350415,5
10247803,0
29254106,0
23043518,0
10498359,1
33847723,0
10736584,23
26825518,0
10724041,169
30910467,1
32982853,0
24860043,2
20132990,0
31319712,0
27951816,1
10465208,1
30647585,0
22235938,0
10435578,1
16098412,0
13377887,2
25673339,1
34634550,0
10940809,79
13360830,0
21580890,0
26550869,1
21305180,782
12482005,22
27868486,0
10957082,73
23223302,0
11505108,0
20395548,1
26500725,0
12990688,33
11412039,0
19026336,10
10718825,11
17936037,0
24479891,1
10453558,0
27986274,0
16413955,0
21448992,0
20389325,1
29490628,0
18946652,1
34042685,1
14557559,3
16164725,1
10667092,3
11456349,3
10783168,0
26084390,2
25794674,0
21921880,1
13654715,1
23457780,0
15481602,0
10897917,6
18888453,-1
18061766,0
10710280,0
33067786,0
21986161,44
10763772,2
11966452,14
21507744,0
14914636,0
22641883,2
26948290,0
26584648,3
13775180,2
28285936,1
20181471,0
15664295,1
28992392,0
24864528,0
15824246,377
22214425,4
10939009,7
30175452,0
23169557,248
12325905,16
29118696,0
10193269,1
14823132,1
34722775,0
24377122,0
19957685,0
30528097,1
22810922,0
10556158,13
21448966,0
32756171,0
21201660,2
21546146,1
26373176,1
10485412,68
25246480,1
26994426,0
22517073,1
31946145,0
12121266,36
21841817,0
23244204,1
30595424,36
10928947,2
14924291,8
11728729,9
22576044,0
10332922,1
18110213,0
24300414,0
25575829,0
19408691,8
14066190,26
24896267,206
11504678,32
13872978,0
15450935,8
14773691,8
18043260,0
10517930,0
16723515,8
10527799,13
11482130,16
10190088,0
31392061,1
24363374,0
12108986,1
24415127,0
34782821,0
10576309,2
20479328,0
11023576,55
10384377,0
27447697,0
31818843,0
21858750,2
18990972,0
10218397,0
26994270,1
22610279,53
15040731,0
29144941,229
20226577,0
10919856,0
32655818,0
27175877,1
13209740,1
25659694,0
29388094,7
12077131,3
12436399,1
12712547,0
31853949,37
32614414,1
32422689,0
30757201,0
15764777,104
13912315,0
24739594,2
21478199,0
26090300,0
21350712,1
10893112,2
30149093,1
20523019,87
24395402,1
25032203,0
10430467,13
26054786,4
10526484,5
14994796,23
20189285,0
28990860,1
23146581,0
27960300,0
14221367,0
12449867,3
11267336,0
24246974,0
11577979,0
29966686,1
32009003,0
31696110,0
18949045,32
10341623,4
10179524,0
19589133,0
10696151,1
24234568,0
25886965,1
22648799,0
10781060,160
15270494,19
14372126,19
10502611,1
25016096,0
12353520,1
10437470,1
13416632,2
32024129,6
20098271,-1
10232065,0
12220968,0
15061817,10
23531845,0
22836277,2
11171618,0
14682076,1
11948764,2
23483504,0
18337333,1
26143485,0
12114518,0
32353602,1
24241963,42
12985737,1
13324711,0
10364564,0
32332635,159
20443248,39
11097889,1
25427149,0
10715965,0
28454905,0
12395268,159
10627579,15
11965018,2
26393557,0
12352096,1
29104234,0
17840138,1
13205726,0
31303281,227
10507707,1
24707430,1
17746678,0
28044533,0
22359591,0
31995574,0
10349218,1
34550457,0
13073059,0
14807954,0
10265154,1
18991637,21
33218189,0
34331507,1
21151794,1
10404838,116
31904903,50
17304067,0
28734497,0
14533227,5
20517648,0
27641606,2
10279739,1
23253840,1
29528454,0
20132999,0
24172160,2
10248842,0
11588327,0
26600155,7
34948454,1
23087956,135
21766071,0
32342314,0
30231394,1
30265878,1
26121461,2
11759743,0
22594100,0
14878859,13
19314484,0
11496995,2
10544494,67
11039481,6
